StateWellID,Latitude,Longitude,Fluoride_avg,WellDepth,Rainfall,Elevation,Tmin,claytotal_l,awc_l,pi_r,ph_r
948304,34.373055,-103.039167,2.16,397,447.6413591,1251,5.76588505,6,0.090000004,11,6.900000095
1033902,34.378333,-102.885278,1.78,375,456.7558033,1234,5.65824788,6,0.090000004,11,6.900000095
1034404,34.451667,-102.838334,2.16,488,464.1321873,1240,5.58975007,6,0.090000004,11,6.900000095
1041209,34.346667,-102.956112,2.61,395,450.1523017,1236,5.71049212,6,0.090000004,11,6.900000095
1042104,34.350278,-102.8475,2.16,360,458.3339303,1219,5.59373285,6,0.090000004,11,6.900000095
1043405,34.329167,-102.721944,2.095,411,462.537278,1189,5.46746931,6,0.090000004,11,6.900000095
1042506,34.329722,-102.800556,2.38,385,460.2798344,1203,5.51353781,6,0.090000004,11,6.900000095
1018505,34.679167,-102.796945,1.5,360,482.2926637,1247,5.58066295,22,0.109999999,22,8
1018506,34.673055,-102.7925,1.55,325,482.9273576,1246,5.5803847,22,0.109999999,22,8
1019202,34.728889,-102.688611,1.94,449,484.3845848,1228,5.52493259,22,0.109999999,22,8
1019404,34.685,-102.729167,2.58,468,486.1783165,1232,5.54603433,22,0.109999999,22,8
1019502,34.668055,-102.706945,2.092,502,487.0312073,1227,5.53691798,22,0.109999999,22,8
1020402,34.670833,-102.599722,1.62,360,485.3315659,1213,5.50609539,22,0.109999999,22,8
1027201,34.583889,-102.702223,1.65,485,485.1078225,1237,5.54666344,22,0.109999999,22,8
1028202,34.614445,-102.5675,2.16,460,484.9317726,1216,5.4844968,22,0.109999999,22,8
924303,34.741111,-103.031111,1.045,360,453.8552381,1324,5.68767014,27,0.119999997,19,7.900000095
1019504,34.669444,-102.693611,1.51,507,487.0340521,1226,5.53167064,27,0.119999997,19,7.900000095
1019705,34.636111,-102.726944,1.95,332,486.9544646,1232,5.54981474,27,0.119999997,19,7.900000095
1025704,34.525555,-102.985556,2.1,430,453.834618,1272,5.70472134,27,0.119999997,19,7.900000095
1027501,34.5694444,-102.6836111,1.54,493,483.9930039,1234,5.53695945,27,0.119999997,19,7.900000095
1027702,34.525278,-102.723889,1.7,440,478.4992992,1231,5.53877086,27,0.119999997,19,7.900000095
1027703,34.504167,-102.7275,1.835,455,475.8213534,1227,5.53096316,27,0.119999997,19,7.900000095
1035503,34.450556,-102.696389,1.82,360,471.0099801,1215,5.52059877,27,0.119999997,19,7.900000095
1035504,34.441111,-102.679167,1.85,400,470.5662476,1211,5.52063603,27,0.119999997,19,7.900000095
1035707,34.415001,-102.738889,1.89,462,466.6904982,1220,5.52914588,27,0.119999997,19,7.900000095
1035803,34.385278,-102.668333,2.2,395,466.4524428,1202,5.5114764,27,0.119999997,19,7.900000095
1036602,34.443056,-102.539167,1.47,379,474.2478174,1184,5.51629911,27,0.119999997,19,7.900000095
1036704,34.393889,-102.614445,1.485,386,468.234604,1194,5.50098868,27,0.119999997,19,7.900000095
1044203,34.365278,-102.542222,1.545,366,467.6237366,1176,5.49962419,27,0.119999997,19,7.900000095
1036402,34.456389,-102.591111,1.78,347,473.9623392,1195,5.50880749,27,0.119999997,19,7.900000095
1019709,34.638334,-102.711945,2.12,356,487.1989922,1230,5.54119559,18,0.090000004,17,8.300000191
1044204,34.34,-102.550001,1.74,370,465.7590368,1171,5.49746917,15,0.100000001,12,8
1036401,34.4463889,-102.5902778,1.55,375,473.103314,1194,5.51008873,12,0.119999997,13,7.5
2443801,33.275278,-102.674722,5.27,140,423.2599844,1098,7.2728,15,0.119999997,17,8.300000191
2441101,33.341945,-102.999445,2.546,200,414.8499733,1169,6.86164989,4,0.109999999,5,7.400000095
2443402,33.311945,-102.732778,3.066666667,145,420.5524298,1115,7.13733021,4,0.109999999,5,7.400000095
2450404,33.180555,-102.856667,3.77,196,404.4448167,1120,7.28770407,4,0.109999999,5,7.400000095
2458504,33.040834,-102.815001,1.675,300,436.7903071,1095,7.6771442,4,0.109999999,5,7.400000095
2459502,33.051945,-102.698056,4.513333333,126,431.7530468,1075,7.7478905,4,0.109999999,5,7.400000095
2556503,33.183334,-103.053334,1.13,180,408.0850395,1152,7.18689224,4,0.109999999,5,7.400000095
2701201,32.99,-102.9425,1.98,222,430.6995254,1110,7.67074349,4,0.109999999,5,7.400000095
2701206,32.9825,-102.943889,1.95,152,430.6595432,1109,7.687295,4,0.109999999,5,7.400000095
2703204,32.964723,-102.669167,3.773333333,175,435.3331959,1051,7.97336118,4,0.109999999,5,7.400000095
2701212,32.991111,-102.955834,2.365,230,427.4536498,1113,7.65458235,15,0.100000001,10,7.800000191
2450403,33.1814028,-102.8534306,3.81,198,404.3625783,1120,7.28775851,5,0.109999999,6,8
2450406,33.183611,-102.851389,3.875,195,404.2339289,1120,7.28439171,5,0.109999999,6,8
2411802,33.791389,-102.679444,2.61,163,443.3035576,1134,6.45662296,8,0.090000004,8,8.100000381
2418308,33.731389,-102.752223,2.921666667,228,443.3309353,1148,6.5340399,10,0.090000004,3,7.900000095
2524304,33.709723,-103.020278,1.403333333,210,434.4940109,1203,6.36621612,10,0.100000001,14,6.400000095
2417503,33.688889,-102.921389,1.2825,170,438.8494488,1180,6.48375895,5,0.109999999,6,8
2418502,33.680278,-102.83,1.77,248,442.1260471,1166,6.57374802,5,0.109999999,6,8
2427902,33.53,-102.628333,2.91,255,445.677559,1116,6.8645273,5,0.109999999,6,8
2427903,33.505,-102.6283333,2.87,210,444.646077,1114,6.89845444,5,0.109999999,6,8
2428401,33.571944,-102.618055,2.62,283,447.3502272,1118,6.8307866,5,0.109999999,6,8
2428402,33.571667,-102.620555,2.05,265,447.1967181,1119,6.82740127,5,0.109999999,6,8
2524601,33.707223,-103.0225,1.29,210,434.3550482,1203,6.36835869,5,0.109999999,6,8
2420103,33.749167,-102.615278,3.54,230,446.9032962,1120,6.64119496,20,0.109999999,16,8.199999809
2436105,33.4725,-102.618611,4.1425,240,443.5430918,1109,6.97655958,10,0.109999999,9,8
2419703,33.663889,-102.721944,3.1,195,443.8904241,1142,6.67132901,8,0.109999999,8,8.199999809
2425101,33.6172222,-102.9961111,3.25,295,432.7262747,1200,6.44454487,8,0.109999999,8,8.199999809
2433802,33.396389,-102.939445,2.175,223,421.4197267,1164,6.80928497,4,0.109999999,5,7.400000095
2803604,32.9466667,-101.6522222,3.45,60,502.7064373,900,8.92366493,13,0.140000001,13,7.199999809
2812105,32.845556,-101.622778,4.9,55,499.4574093,893,9.03887672,13,0.140000001,13,7.199999809
2812402,32.830975,-101.5851472,2.5,70,501.4542758,886,9.1173036,13,0.140000001,13,7.199999809
735801,35.416112,-102.678055,0.455,400,446.2659649,1154,5.54481044,20,0.100000001,17,8.199999809
742902,35.253612,-102.752501,2.31,130,452.0280471,1264,5.39047201,22,0.109999999,22,8
744815,35.271111,-102.565834,1.595,250,458.7093877,1235,5.24348402,22,0.109999999,22,8
744501,35.3316667,-102.5705556,0.48,165,453.0724881,1198,5.39863646,22,0.100000001,21,8.399999619
635626,35.4380556,-101.6419444,0.8755,715,513.7561486,1050,6.57593827,25,0.140000001,17,7.599999905
635627,35.4280556,-101.6255556,0.92975,900,516.5948107,1061,6.4792646,25,0.140000001,17,7.599999905
635629,35.436111,-101.660278,1.010666667,650,511.2822212,1040,6.66733755,25,0.140000001,17,7.599999905
756404,35.191111,-102.088056,2.5,362,470.0207428,1161,5.61830958,27,0.119999997,19,7.900000095
756523,35.191111,-102.078333,2.64,351,470.0331107,1159,5.63518633,27,0.119999997,19,7.900000095
643604,35.311112,-101.628611,1.5225,355,516.4716861,1081,6.43700144,27,0.119999997,21,7.900000095
643606,35.2983333,-101.6544444,1.915,385,512.9563031,1082,6.46136125,27,0.119999997,21,7.900000095
756524,35.1875,-102.078889,2.34,310,470.170139,1160,5.63483399,27,0.119999997,21,7.900000095
649310,35.2430556,-101.8938889,2.54,113,488.0387266,1097,6.26112297,5,0.050000001,18,8.100000381
756202,35.2175,-102.077778,1.87,283,469.4360466,1153,5.66052315,22,0.119999997,19,7.900000095
756401,35.194167,-102.112223,3.8,356,470.1759346,1167,5.57304357,22,0.119999997,19,7.900000095
756501,35.206667,-102.063889,1.93,300,469.767824,1153,5.66552775,22,0.119999997,19,7.900000095
756525,35.190834,-102.073055,2.46,365,470.0842515,1158,5.64384498,22,0.119999997,19,7.900000095
649603,35.185278,-101.912778,1.575,344,484.4943522,1120,6.06408762,27,0.119999997,24,7.5
636401,35.420278,-101.622778,1.115,620,517.3275644,1065,6.45196141,22,0.100000001,17,8.5
753224,35.241667,-102.421111,2.2775,334,466.4333194,1221,5.26695918,22,0.119999997,19,7.900000095
1137308,34.479722,-101.416944,3.5,100,538.4523428,1002,6.96250382,15,0.119999997,12,7.900000095
1131402,34.5522028,-101.2422722,2.14,200,543.4011829,970,7.04066102,15,0.07,20,8.399999619
2759105,32.105834,-102.744167,0.653333333,195,356.5756959,995,9.76755263,18,0.140000001,10,8.199999809
2737201,32.475278,-102.453889,3.86,180,384.9041002,945,9.62113,0,0,0,0
2746201,32.350278,-102.316667,1.12,65,384.4320819,915,10.10129564,0,0,0,0
2733201,32.4711111,-102.9455556,0.6,70,367.2921469,1044,8.91579945,8,0.109999999,7.5,8.199999809
2733202,32.4705556,-102.9541667,0.8594,120,366.6274739,1046,8.90664204,8,0.109999999,7.5,8.199999809
2736211,32.4650556,-102.5786944,4.615,195,378.2000291,966,9.51703477,8,0.109999999,7.5,8.199999809
2738603,32.4355556,-102.2627778,5.67,191,396.4971312,908,9.885901,8,0.109999999,7.5,8.199999809
2751504,32.205001,-102.691389,0.6,150,364.1083561,981,9.73858256,8,0.109999999,7.5,8.199999809
2750502,32.17,-102.8086111,0.5665,190,358.2996969,1009,9.4725386,18,0.100000001,12.5,7.5
2750601,32.181111,-102.772222,0.95,180,359.8868418,1004,9.51099478,18,0.100000001,12.5,7.5
2750903,32.151945,-102.767222,0.253333333,100,358.1626095,1002,9.59475049,18,0.100000001,12.5,7.5
2751401,32.1872222,-102.7466667,0.47,129,361.2558143,997,9.57696961,18,0.100000001,12.5,7.5
2751601,32.1986111,-102.6555556,0.956666667,115,364.5076932,975,9.8355689,18,0.100000001,12.5,7.5
2751701,32.1511111,-102.7394444,0.19,119,359.2445425,995,9.68026112,18,0.100000001,12.5,7.5
2752401,32.1675,-102.6113889,0.5,140,363.6316508,966,9.96441209,18,0.100000001,12.5,7.5
2746501,32.3008333,-102.3236111,1.68,107,380.5608937,914,10.20710251,15,0.100000001,15,8
2754502,32.2005556,-102.3183333,1.6,47,374.4955777,903,10.48010221,15,0.100000001,15,8
2734301,32.481667,-102.776111,5.35,140,380.8071456,1011,9.04360425,11,0.090000004,13,8.199999809
2737106,32.4752222,-102.4613333,4.67,166,384.3606697,947,9.60601136,15,0.100000001,15,8
2743701,32.2722222,-102.7338889,3.3,135,366.124518,990,9.60992312,15,0.100000001,15,8
2734101,32.480278,-102.847778,2.526666667,139,376.5999509,1023,8.98074781,20,0.100000001,12,8.199999809
2736201,32.477778,-102.553056,5.2,200,380.5430891,963,9.46483066,20,0.100000001,12,8.199999809
2736208,32.468889,-102.555001,4.186666667,200,379.0143212,963,9.51052347,20,0.100000001,12,8.199999809
2738101,32.4780556,-102.3522222,4.335,130,393.4513458,922,9.75903414,20,0.100000001,12,8.199999809
2738604,32.440278,-102.269444,5.58,196,396.3629443,910,9.86144398,20,0.100000001,12,8.199999809
2738802,32.4163889,-102.3186111,5.605,95,389.7544123,916,9.92847081,20,0.100000001,12,8.199999809
2739404,32.4459333,-102.2113833,4.36,208,402.2172274,895,9.94295115,20,0.100000001,12,8.199999809
2739405,32.451389,-102.215001,4.666666667,215,402.410972,896,9.91954887,20,0.100000001,12,8.199999809
2744217,32.364445,-102.559723,3.5,110,366.8995112,967,9.80427604,20,0.100000001,12,8.199999809
655801,35.1577778,-101.2036111,0.57,147,559.9757293,984,6.68009208,27,0.119999997,19,7.900000095
1105103,34.968889,-101.459167,2.69,180,536.6017814,1028,6.63727176,27,0.119999997,19,7.900000095
652506,35.173611,-101.563334,2.175,254,526.148799,1068,6.45315684,27,0.180000007,24,7.5
661608,35.044445,-101.383334,2.04,230,558.9547153,1031,6.46846824,27,0.180000007,24,7.5
662302,35.106389,-101.275278,1.36,301,563.3769289,1013,6.54749551,27,0.180000007,24,7.5
662702,35.038056,-101.361667,1.23,240,559.1066697,1025,6.48587859,27,0.180000007,24,7.5
1104101,34.989167,-101.593334,3.2,230,513.9097998,1042,6.59138545,27,0.180000007,24,7.5
1105201,34.9713611,-101.4451944,3.401666667,248,539.1513712,1029,6.62174464,27,0.180000007,24,7.5
1106804,34.9136111,-101.3211111,1.66,250,546.331592,1005,6.73648728,27,0.180000007,24,7.5
1107401,34.916944,-101.229167,0.38,155,554.2835228,970,6.87571829,27,0.180000007,24,7.5
1112511,34.819444,-101.546389,2.0225,132,509.8057062,1007,6.74892588,27,0.180000007,24,7.5
1112522,34.792778,-101.542778,2.17,160,511.4909997,1021,6.64819641,27,0.180000007,24,7.5
1112701,34.7783333,-101.6166667,3.606666667,190,508.8094218,1049,6.45346777,27,0.180000007,24,7.5
1112801,34.778333,-101.546111,4.08,165,512.4235249,1028,6.59147062,27,0.180000007,24,7.5
662103,35.096945,-101.364723,2.096666667,263,565.5814995,1030,6.47798933,18,0.07,19,8.399999619
1058502,34.070555,-102.829444,1.86,151,441.2285886,1187,5.87147685,6,0.090000004,11,6.900000095
1058603,34.064167,-102.780278,0.62,137,441.096295,1183,5.83276033,6,0.090000004,11,6.900000095
2409604,33.833055,-102.916389,1.808,215,437.0726786,1183,6.21187949,6,0.090000004,11,6.900000095
2409301,33.868055,-102.898611,2.645,121,435.4721205,1183,6.13534426,8,0.100000001,10,8
1043911,34.284722,-102.639722,1.84,261,461.9790056,1160,5.49784593,12,0.119999997,13,7.5
1050511,34.1758333,-102.8266667,0.46,165,454.655645,1181,5.65593227,5,0.109999999,6,8
1059404,34.078611,-102.742778,0.73,204,445.1835205,1187,5.74639278,5,0.109999999,6,8
1059603,34.063612,-102.642778,0.76,219,448.3965444,1177,5.59592059,5,0.109999999,6,8
1049606,34.196667,-102.909445,1.75,205,448.908721,1189,5.69244139,4,0.050000001,4,7.599999905
1051205,34.238334,-102.679444,1.82,232,461.0814086,1155,5.52936031,4,0.050000001,4,7.599999905
1041604,34.308056,-102.879167,2.6,392,455.0426667,1208,5.5968849,6,0.090000004,11,6.900000095
2409203,33.838889,-102.945,2.215,208,436.6387761,1189,6.20688755,6,0.090000004,11,6.900000095
2409204,33.839445,-102.951112,2.95,202,436.5564737,1190,6.2073542,6,0.090000004,11,6.900000095
2401702,33.902223,-102.968055,2.305,212,435.686474,1208,6.13793777,12,0.119999997,13,7.5
1051905,34.142222,-102.643611,1.22,227,456.1732593,1166,5.57651827,3,0.059999999,4,8.100000381
1051910,34.1427778,-102.6352778,1.27,232,456.2416931,1164,5.58209375,3,0.059999999,4,8.100000381
1052701,34.154445,-102.615001,0.5,253,457.0844496,1158,5.60735058,3,0.059999999,4,8.100000381
1051711,34.134167,-102.726667,1.91,230,454.603992,1180,5.64447301,15,0.119999997,12,8.100000381
1051606,34.190556,-102.663612,0.67,210,459.4435481,1157,5.5667265,5,0.039999999,4,8.300000191
1041801,34.2775,-102.934445,2.065,219,449.5580511,1208,5.67238474,10,0.100000001,10,8.199999809
1049306,34.216112,-102.908334,2.86,205,449.8501836,1189,5.66431417,10,0.100000001,10,8.199999809
1041603,34.301945,-102.901389,2.08,248,453.1121755,1210,5.62480439,4,0.050000001,6,7.599999905
1049104,34.230555,-102.981389,2.89,202,444.0953436,1207,5.74813053,4,0.050000001,6,7.599999905
2411301,33.852778,-102.641111,3.6,70,443.1311632,1136,6.28245121,4,0.050000001,6,7.599999905
1051426,34.196111,-102.728611,0.35,220,459.9181505,1165,5.58645952,3,0.050000001,4,7.599999905
2403101,33.9775,-102.745,3.548,171,430.5855863,1161,5.90210398,13,0.140000001,13,7.199999809
1057401,34.045,-102.964445,1.11,132,438.4192978,1227,6.04893667,15,0.100000001,12,8
1057801,34.003889,-102.955834,2.0025,150,437.0574448,1228,6.0729164,15,0.100000001,12,8
956308,34.2121361,-103.0338389,1.94,185,441.586927,1210,5.78759125,4,0.109999999,5,7.400000095
956602,34.205278,-103.029444,2.01,184,441.3949196,1209,5.79233885,4,0.109999999,5,7.400000095
1049208,34.213334,-102.942222,2.52,195,446.6125542,1196,5.71702262,4,0.109999999,5,7.400000095
1049209,34.213334,-102.956112,2.31,185,445.4040344,1199,5.73418949,4,0.109999999,5,7.400000095
1051423,34.203056,-102.745834,0.485,211,459.9928865,1166,5.58314751,4,0.109999999,5,7.400000095
1051517,34.176667,-102.698889,0.45,260,458.9350396,1165,5.58108219,4,0.109999999,5,7.400000095
1052410,34.17,-102.621389,1.15,237,457.9987388,1155,5.60164762,4,0.109999999,5,7.400000095
964301,34.0925,-103.021111,2.264,150,438.4006221,1216,5.97443079,10,0.100000001,13,7.199999809
1042906,34.286667,-102.779444,1.7375,262,460.5121644,1181,5.47222033,10,0.100000001,13,7.199999809
1058902,34.034167,-102.787222,9.4,96,435.7597442,1178,5.8720706,25,0.100000001,17,8.199999809
2827509,32.546945,-101.666944,4.27,135,472.8376514,848,9.57595082,8,0.100000001,10,8
2803901,32.9011556,-101.6520278,3.406666667,145,500.4989637,901,8.93042338,40,0.109999999,40,7.599999905
1121603,34.676111,-101.384167,3.75,165,519.4488411,980,6.97390547,27,0.119999997,19,7.900000095
1130801,34.510556,-101.315001,2.6,180,539.4517651,1000,6.88456373,27,0.119999997,19,7.900000095
1137701,34.3909278,-101.4609667,4,218,531.3457858,1009,7.08587934,27,0.119999997,19,7.900000095
1137848,34.376667,-101.443056,4.81,220,534.1357846,1007,7.10975466,27,0.119999997,19,7.900000095
1137942,34.405556,-101.376389,4.268,247,546.8436203,1001,7.08433447,27,0.119999997,19,7.900000095
1138228,34.475,-101.308056,3.675,200,542.5450622,997,6.9938077,27,0.119999997,19,7.900000095
1138336,34.473889,-101.273889,3.75,225,544.0891856,992,7.00565813,27,0.119999997,19,7.900000095
1138836,34.405834,-101.311945,4.136666667,250,550.860953,993,7.15138755,27,0.119999997,19,7.900000095
1139534,34.453889,-101.195,3.59,210,562.3919464,976,7.05180261,27,0.119999997,19,7.900000095
1145515,34.319167,-101.435834,3.64,300,531.205901,1002,7.20302212,27,0.119999997,19,7.900000095
1146501,34.318889,-101.293889,1.85,278,559.310303,985,7.29298928,27,0.119999997,19,7.900000095
1020304,34.745834,-102.502778,2.27,350,485.1679815,1191,5.57077738,27,0.119999997,19,7.900000095
1021402,34.691945,-102.495556,2.25,332,485.9788261,1191,5.53572679,27,0.119999997,19,7.900000095
1021501,34.6825,-102.4425,2.28,300,488.2759463,1184,5.54006253,27,0.119999997,19,7.900000095
1021803,34.6463889,-102.4472222,1.545,254,489.5888928,1190,5.48098433,27,0.119999997,19,7.900000095
1024105,34.716944,-102.085556,1.27,200,484.3202946,1152,5.68676365,27,0.119999997,19,7.900000095
1024802,34.656667,-102.059445,2.9,219,484.560229,1138,5.77706247,27,0.119999997,19,7.900000095
1024804,34.640556,-102.050556,1.315,220,484.6371896,1135,5.80728857,27,0.119999997,19,7.900000095
1024805,34.633334,-102.050556,1.62,220,484.6162722,1134,5.81404123,27,0.119999997,19,7.900000095
1029302,34.606945,-102.403889,1.92,397,494.5941258,1191,5.40963507,27,0.119999997,19,7.900000095
1029603,34.567778,-102.405834,2.35,425,493.8474174,1193,5.37702935,27,0.119999997,19,7.900000095
1029901,34.512778,-102.407501,1.1,400,488.4317542,1182,5.42502453,27,0.119999997,19,7.900000095
1030608,34.546389,-102.285,2.55,410,491.2233673,1169,5.46826737,27,0.119999997,19,7.900000095
1031502,34.544445,-102.186389,3.9,362,481.6492245,1154,5.63051321,27,0.119999997,19,7.900000095
1031803,34.52,-102.1775,2.1,400,479.4925739,1151,5.65373304,27,0.119999997,19,7.900000095
1032201,34.6127778,-102.0683333,1.705,244,483.9542043,1136,5.80076254,27,0.119999997,19,7.900000095
1032202,34.619444,-102.050556,0.883333333,220,484.4689008,1133,5.82821709,27,0.119999997,19,7.900000095
1032703,34.5252778,-102.1236111,2.63,384,478.3329339,1142,5.72681933,27,0.119999997,19,7.900000095
1040101,34.473333,-102.108056,1.945,378,471.6390957,1135,5.78058774,27,0.119999997,19,7.900000095
1048102,34.333889,-102.095834,2.17,414,457.7201354,1104,6.12117733,27,0.119999997,19,7.900000095
1048302,34.352501,-102.038334,1.55,361,459.4893103,1098,6.16092953,27,0.119999997,19,7.900000095
1048303,34.365556,-102.003056,1.36,250,463.459547,1095,6.18036523,27,0.119999997,19,7.900000095
2409602,33.816389,-102.907501,2.84,220,437.807116,1179,6.24573503,6,0.090000004,11,6.900000095
2409801,33.761945,-102.956389,3.16,177,437.5775088,1187,6.32627634,6,0.090000004,11,6.900000095
2409901,33.765001,-102.896945,2.723333333,193,439.6563677,1175,6.36945712,6,0.090000004,11,6.900000095
2411803,33.753334,-102.669722,3.69,192,444.5176943,1131,6.56668116,6,0.090000004,11,6.900000095
2418601,33.6884444,-102.7827472,3.024,238,443.1423095,1156,6.58659556,6,0.090000004,11,6.900000095
2419902,33.642222,-102.644445,2.4,200,446.2826064,1127,6.7409267,6,0.090000004,11,6.900000095
2426402,33.571667,-102.857501,2.245,350,437.2822978,1163,6.62667235,6,0.090000004,11,6.900000095
2428104,33.600556,-102.62,2.854,220,447.5201456,1121,6.7956064,6,0.090000004,11,6.900000095
2428702,33.505834,-102.621111,2.99,253,445.1378002,1113,6.91293642,6,0.090000004,11,6.900000095
2435203,33.487778,-102.694445,3.36,245,439.8367583,1127,6.82892502,6,0.090000004,11,6.900000095
2436401,33.4575,-102.62,3.65,202,442.5323281,1108,7.0024453,6,0.090000004,11,6.900000095
2419303,33.7191667,-102.6469444,4.62,267,445.732304,1126,6.65848722,12,0.119999997,13,7.5
2436102,33.473055,-102.616112,3.4,227,443.7395589,1109,6.98126685,6,0.090000004,11,6.900000095
2411403,33.8072222,-102.7430556,3.01,130,440.662265,1148,6.3109296,8,0.100000001,10,8
2417801,33.638056,-102.921667,3.63,203,437.4634669,1181,6.52579589,10,0.109999999,9,8
2329403,33.556112,-101.462778,2.0875,307,504.0309205,939,8.43145743,10,0.109999999,9,8
2328312,33.592778,-101.536111,3.01,220,485.138386,950,8.35142705,12,0.100000001,13,8.100000381
2321710,33.665278,-101.468611,2.65,350,490.7599118,955,8.20228688,13,0.140000001,13,7.199999809
2322402,33.6746444,-101.3493,2.11,337,526.3110241,940,8.20072405,13,0.140000001,13,7.199999809
2322906,33.662778,-101.268055,2.84,330,545.7289426,925,8.2927042,13,0.140000001,13,7.199999809
2329202,33.618333,-101.434722,3.012,260,502.1735374,945,8.29027633,13,0.140000001,13,7.199999809
2329302,33.602778,-101.393889,3.55,306,516.0126596,937,8.33526482,13,0.140000001,13,7.199999809
2322504,33.6747167,-101.3225694,2.48,367,534.0844988,936,8.20287816,22,0.100000001,21,8.399999619
2329703,33.539445,-101.463056,3.14,300,506.3042691,935,8.48947846,10,0.100000001,13,7.199999809
2312902,33.7672222,-101.5077778,2.38,350,491.2115849,968,8.05453995,35,0.150000006,27,8.100000381
2313503,33.796111,-101.444722,3.04,350,502.5803906,962,8.02958071,35,0.150000006,27,8.100000381
2313706,33.782778,-101.490556,2.73,380,494.6907436,967,8.0393631,35,0.150000006,27,8.100000381
2313803,33.777222,-101.456945,2.66,342,499.0518767,962,8.0576028,35,0.150000006,27,8.100000381
2315401,33.819167,-101.239722,2.95,384,528.9603058,925,8.12775009,35,0.150000006,27,8.100000381
2315501,33.8213889,-101.205,3.07,400,532.4584845,927,8.09614658,35,0.150000006,27,8.100000381
2315601,33.825555,-101.159723,2.78,365,539.6481115,931,8.04131507,35,0.150000006,27,8.100000381
2320614,33.669722,-101.530555,1.96,343,483.3504691,962,8.18411568,35,0.150000006,27,8.100000381
2321202,33.738611,-101.456389,2.8,320,495.9605871,959,8.1094846,35,0.150000006,27,8.100000381
2322103,33.740278,-101.346389,3.128,240,523.2177715,945,8.12615389,35,0.150000006,27,8.100000381
2322503,33.6794444,-101.2980556,3.28,346,539.494256,933,8.21765858,35,0.150000006,27,8.100000381
2322702,33.659723,-101.342222,2.72,354,529.2985821,938,8.2213844,35,0.150000006,27,8.100000381
2324401,33.698056,-101.098334,2.83,325,553.3929402,900,8.42033489,35,0.150000006,27,8.100000381
2312607,33.82,-101.509723,3.35,355,495.9024247,973,7.9708323,22,0.119999997,19,7.900000095
2313606,33.7975,-101.3875,2.633333333,370,513.1555551,955,8.03813616,22,0.119999997,19,7.900000095
236602,36.454167,-102.540834,2.736666667,65,434.9580812,1251,4.57946907,15,0.050000001,15,8.399999619
243601,36.296667,-102.630555,2.15,380,434.0827976,1281,4.58748158,15,0.050000001,15,8.399999619
243701,36.255001,-102.745834,2.05,313,429.5116137,1300,4.55358908,15,0.050000001,15,8.399999619
244801,36.270555,-102.555278,2.4,370,434.2459846,1262,4.67070839,15,0.050000001,15,8.399999619
252701,36.13,-102.622222,0.77,420,428.6316323,1244,4.73409609,15,0.050000001,15,8.399999619
253501,36.188334,-102.456945,1.38,495,432.8583223,1225,4.82909164,15,0.050000001,15,8.399999619
253702,36.1336111,-102.4733333,0.62,510,431.2504416,1220,4.85692626,15,0.050000001,15,8.399999619
260302,36.084167,-102.501389,0.98,550,428.6470582,1216,4.8633386,15,0.050000001,15,8.399999619
233915,36.413056,-102.890834,1.45,300,418.5842483,1364,4.33115231,8,0.100000001,10,7.099999905
234710,36.386389,-102.838334,1.35,156,423.025387,1338,4.38108981,8,0.100000001,10,7.099999905
237201,36.476111,-102.449722,1.6,250,435.052371,1234,4.59516845,8,0.100000001,10,7.099999905
239101,36.497222,-102.242222,2.476666667,334,0,0,0,8,0.100000001,10,7.099999905
242704,36.277778,-102.867222,1.22,300,424.2699169,1334,4.46883264,8,0.100000001,10,7.099999905
242904,36.274444,-102.768333,2.46,300,428.752851,1308,4.53098535,8,0.100000001,10,7.099999905
253901,36.137222,-102.409445,1.5,470,432.5884602,1210,4.90399901,8,0.100000001,10,7.099999905
258301,36.083889,-102.789445,1.24,402,427.9907366,1287,4.69822003,8,0.100000001,10,7.099999905
260607,36.067778,-102.531389,1.53,560,427.5928598,1216,4.84784265,8,0.100000001,10,7.099999905
260609,36.0613889,-102.5325,1.2725,576,427.4392651,1215,4.85129395,8,0.100000001,10,7.099999905
258106,36.088334,-102.874722,2.01,400,426.2403223,1309,4.7046442,20,0.100000001,25,8.300000191
260502,36.0638889,-102.5480556,1.4225,592,427.4801852,1218,4.83549129,20,0.100000001,25,8.300000191
260503,36.0613889,-102.5425,1.44,593,427.4190977,1217,4.84226549,20,0.100000001,25,8.300000191
260610,36.061112,-102.537222,1.49,602,427.4154449,1216,4.84722973,20,0.100000001,25,8.300000191
233701,36.3938889,-102.9625,1.24,437,415.0460064,1394,4.3613366,20,0.100000001,25,8.300000191
257303,36.093889,-102.887778,2.04,455,425.9986341,1313,4.69599935,20,0.100000001,25,8.300000191
261101,36.095,-102.488334,0.71,563,429.4264452,1216,4.86761169,20,0.100000001,25,8.300000191
234712,36.386945,-102.841945,1.435,180,422.7154329,1339,4.37931096,7,0.090000004,6,8
235204,36.4641667,-102.6822222,4.615,150,432.474282,1288,4.44274638,7,0.090000004,6,8
235206,36.4636944,-102.6829167,3.07,270,432.446813,1288,4.44223029,7,0.090000004,6,8
235207,36.4636389,-102.6844167,4.35,240,432.3733796,1289,4.44083456,7,0.090000004,6,8
263501,36.071389,-102.194445,1.08,450,440.0183637,1157,5.12848135,7,0.090000004,6,8
245502,36.310834,-102.455834,1.6,400,434.2502902,1232,4.75252233,12,0.050000001,10,8.199999809
